322.870737	592.173888	0.035706
322.870737	1830.781779	0.02352
322.870737	1562.329878	0.026161
322.870737	1857.67233	0.023255
322.870737	560.466868	0.036018
322.870737	1307.911204	0.028663
322.870737	1919.162243	0.022651
322.870737	423.421624	0.037366
322.870737	747.287205	0.034179
322.870737	47.42924	0.041066
322.870737	1637.039167	0.025426
322.870737	936.14131	0.032321
322.870737	681.168352	0.03483
322.870737	638.87429	0.035246
322.870737	646.395277	0.035172
322.870737	1366.962003	0.028082
322.870737	990.407138	0.031787
322.870737	897.378373	0.032703
322.870737	861.464132	0.033056
322.870737	1774.858717	0.02407
322.870737	1179.039567	0.029931
322.870737	596.403608	0.035664
322.870737	1225.645121	0.029473
322.870737	513.035475	0.036485
322.870737	1048.327107	0.031217
322.870737	1499.885163	0.026775
322.870737	1269.968461	0.029037
322.870737	1282.149972	0.028917
322.870737	1216.231654	0.029565
322.870737	1368.7363	0.028065
322.870737	1786.223677	0.023958
322.870737	693.561543	0.034708
322.870737	905.450937	0.032623
322.870737	804.993418	0.033612
322.870737	728.145055	0.034368
322.870737	923.171937	0.032449
322.870737	-5.919654	0.041591
322.870737	1204.216778	0.029684
322.870737	310.881678	0.038474
322.870737	905.716373	0.032621
322.870737	507.37260800000007	0.03654
322.870737	908.802308	0.03259
322.870737	727.55181	0.034374
322.870737	1099.796354	0.030711
322.870737	895.365554	0.032722
322.870737	729.098803	0.034358
322.870737	1399.285959	0.027764
322.870737	219.686442	0.039371
322.870737	1126.444863	0.030449
322.870737	912.749498	0.032551
322.870737	1275.078508	0.028986
322.870737	892.41674	0.032751
322.870737	1838.323368	0.023446
322.870737	841.815932	0.033249
322.870737	-96.029658	0.042478
322.870737	472.323467	0.036885
322.870737	1440.367369	0.02736
322.870737	113.907285	0.040412
322.870737	1272.53059	0.029011
322.870737	1569.90642	0.026086
322.870737	528.594918	0.036331
322.870737	1311.222384	0.028631
322.870737	1380.72068	0.027947
322.870737	339.72486	0.03819
322.870737	1193.933878	0.029785
322.870737	1188.851797	0.029835
322.870737	455.555627	0.03705
322.870737	537.137588	0.036247
322.870737	995.544652	0.031737
322.870737	594.327816	0.035685
322.870737	659.789007	0.03504
322.870737	760.224281	0.034052
322.870737	41.227254	0.041127
322.870737	1292.974272	0.02881
322.870737	508.61444700000004	0.036528
